Cod_mun,Código do Item Geográfico,Município,Ordem Geográfica,Ano,Totobit,ObitN,ObitP,População
260005,2600054,Abreu e Lima,2,1999,33,24,9,82849
260010,2600104,Afogados da Ingazeira,3,1999,24,15,9,33874
260020,2600203,Afrânio,4,1999,15,8,7,14146
260030,2600302,Agrestina,5,1999,26,10,16,18605
260040,2600401,Água Preta,6,1999,53,21,32,25442
260050,2600500,Águas Belas,7,1999,16,7,9,34791
260060,2600609,Alagoinha,8,1999,4,1,3,11728
260070,2600708,Aliança,9,1999,42,11,31,36579
260080,2600807,Altinho,10,1999,25,8,17,20777
260090,2600906,Amaraji,11,1999,15,11,4,20768
260100,2601003,Angelim,12,1999,8,4,4,8123
260105,2601052,Araçoiaba,13,1999,13,5,8,12846
260110,2601102,Araripina,14,1999,13,5,8,65438
260120,2601201,Arcoverde,15,1999,48,23,25,60190
260130,2601300,Barra de Guabiraba,16,1999,10,5,5,11171
260140,2601409,Barreiros,17,1999,34,15,19,37262
260150,2601508,Belém de Maria,18,1999,21,4,17,15168
260160,2601607,Belém do São Francisco,19,1999,5,4,1,20678
260170,2601706,Belo Jardim,20,1999,126,51,75,71871
260180,2601805,Betânia,21,1999,3,3,,10386
260190,2601904,Bezerros,22,1999,43,19,24,52556
260200,2602001,Bodocó,23,1999,37,11,26,24751
260210,2602100,Bom Conselho,24,1999,70,20,50,40659
260220,2602209,Bom Jardim,25,1999,29,19,10,38304
260230,2602308,Bonito,26,1999,30,16,14,33877
260240,2602407,Brejão,27,1999,14,8,6,7872
260250,2602506,Brejinho,28,1999,3,2,1,6880
260260,2602605,Brejo da Madre de Deus,29,1999,50,30,20,37122
260270,2602704,Buenos Aires,30,1999,14,5,9,12918
260280,2602803,Buíque,31,1999,34,9,25,38572
260290,2602902,Cabo de Santo Agostinho,32,1999,108,73,35,149965
260300,2603009,Cabrobó,33,1999,9,4,5,27040
260310,2603108,Cachoeirinha,34,1999,17,9,8,15357
260320,2603207,Caetés,35,1999,27,17,10,19214
260330,2603306,Calçado,36,1999,11,4,7,11195
260340,2603405,Calumbi,37,1999,,0,,7153
260345,2603454,Camaragibe,38,1999,46,35,11,118967
260350,2603504,Camocim de São Félix,39,1999,5,1,4,14648
260360,2603603,Camutanga,40,1999,5,1,4,7897
260370,2603702,Canhotinho,41,1999,30,14,16,22502
260380,2603801,Capoeiras,42,1999,14,4,10,19134
260390,2603900,Carnaíba,43,1999,14,7,7,17884
260392,2603926,Carnaubeira da Penha,44,1999,2,1,1,11005
260400,2604007,Carpina,45,1999,28,14,14,55191
260410,2604106,Caruaru,46,1999,174,112,62,244249
260415,2604155,Casinhas,47,1999,7,3,4,12601
260420,2604205,Catende,48,1999,43,14,29,30929
260430,2604304,Cedro,49,1999,4,3,1,8091
260440,2604403,Chã de Alegria,50,1999,9,3,6,10775
260450,2604502,Chã Grande,51,1999,11,4,7,16087
260460,2604601,Condado,52,1999,12,4,8,21314
260470,2604700,Correntes,53,1999,28,5,23,18721
260480,2604809,Cortês,54,1999,30,7,23,14108
260490,2604908,Cumaru,55,1999,10,4,6,23353
260500,2605004,Cupira,56,1999,21,6,15,23287
260510,2605103,Custódia,57,1999,14,9,5,26791
260515,2605152,Dormentes,58,1999,13,4,9,13501
260520,2605202,Escada,59,1999,80,44,36,58810
260530,2605301,Exu,60,1999,14,4,10,30763
260540,2605400,Feira Nova,61,1999,16,5,11,18008
260550,2605509,Ferreiros,63,1999,12,6,6,9766
260560,2605608,Flores,64,1999,3,1,2,20301
260570,2605707,Floresta,65,1999,11,3,8,23986
260580,2605806,Frei Miguelinho,66,1999,10,5,5,12163
260590,2605905,Gameleira,67,1999,31,8,23,22680
260600,2606002,Garanhuns,68,1999,131,66,65,114601
260610,2606101,Glória do Goitá,69,1999,8,2,6,27802
260620,2606200,Goiana,70,1999,34,20,14,68927
260630,2606309,Granito,71,1999,,0,,5882
260640,2606408,Gravatá,72,1999,56,33,23,61778
260650,2606507,Iati,73,1999,3,2,1,15441
260660,2606606,Ibimirim,74,1999,20,6,14,24710
260670,2606705,Ibirajuba,75,1999,6,2,4,7386
260680,2606804,Igarassu,76,1999,40,29,11,77668
260690,2606903,Iguaracy,77,1999,,0,,11454
260760,2607604,Ilha de Itamaracá,78,1999,10,7,3,14757
260700,2607000,Inajá,79,1999,20,4,16,10675
260710,2607109,Ingazeira,80,1999,,0,,4761
260720,2607208,Ipojuca,81,1999,63,30,33,51630
260730,2607307,Ipubi,82,1999,16,5,11,21602
260740,2607406,Itacuruba,83,1999,,0,,3950
260750,2607505,Itaíba,84,1999,,0,,23814
260765,2607653,Itambé,85,1999,24,6,18,33261
260770,2607703,Itapetim,86,1999,13,10,3,15078
260775,2607752,Itapissuma,87,1999,11,10,1,20407
260780,2607802,Itaquitinga,88,1999,12,4,8,14261
260790,2607901,Jaboatão dos Guararapes,89,1999,288,214,74,558679
260795,2607950,Jaqueira,90,1999,20,5,15,10842
260800,2608008,Jataúba,91,1999,13,6,7,17854
260805,2608057,Jatobá,92,1999,9,2,7,11736
260810,2608107,João Alfredo,93,1999,30,4,26,24932
260820,2608206,Joaquim Nabuco,94,1999,33,12,21,13625
260825,2608255,Jucati,95,1999,16,6,10,9284
260830,2608305,Jupi,96,1999,24,7,17,11574
260840,2608404,Jurema,97,1999,28,11,17,12417
260850,2608453,Lagoa de Itaenga,98,1999,22,8,14,18828
260845,2608503,Lagoa do Carro,99,1999,8,2,6,11856
260860,2608602,Lagoa do Ouro,100,1999,12,0,12,10632
260870,2608701,Lagoa dos Gatos,101,1999,8,6,2,14604
260875,2608750,Lagoa Grande,102,1999,11,7,4,18366
260880,2608800,Lajedo,103,1999,49,23,26,31526
260890,2608909,Limoeiro,104,1999,45,23,22,57311
260900,2609006,Macaparana,105,1999,39,24,15,23923
260910,2609105,Machados,106,1999,12,1,11,10293
260915,2609154,Manari,107,1999,,0,,11769
260920,2609204,Maraial,108,1999,31,8,23,11726
260930,2609303,Mirandiba,109,1999,10,1,9,12482
261430,2614303,Moreilândia,110,1999,1,1,,13520
260940,2609402,Moreno,111,1999,27,13,14,40962
260950,2609501,Nazaré da Mata,112,1999,25,10,15,28537
260960,2609600,Olinda,113,1999,188,155,33,354735
260970,2609709,Orobó,114,1999,10,0,10,22459
260980,2609808,Orocó,115,1999,13,7,6,10649
260990,2609907,Ouricuri,116,1999,26,15,11,47322
261000,2610004,Palmares,117,1999,82,46,36,55837
261010,2610103,Palmeirina,118,1999,18,5,13,9606
261020,2610202,Panelas,119,1999,46,13,33,24737
261030,2610301,Paranatama,120,1999,16,6,10,13041
261040,2610400,Parnamirim,121,1999,6,2,4,18501
261050,2610509,Passira,122,1999,17,8,9,26952
261060,2610608,Paudalho,123,1999,24,16,8,41791
261070,2610707,Paulista,124,1999,106,75,31,248474
261080,2610806,Pedra,125,1999,22,9,13,19106
261090,2610905,Pesqueira,126,1999,73,30,43,54133
261100,2611002,Petrolândia,127,1999,24,10,14,22867
261110,2611101,Petrolina,128,1999,146,101,45,210540
261120,2611200,Poção,129,1999,26,4,22,11065
261130,2611309,Pombos,130,1999,7,3,4,22128
261140,2611408,Primavera,131,1999,17,11,6,10733
261150,2611507,Quipapá,132,1999,58,20,38,18729
261153,2611533,Quixaba,133,1999,1,1,,6880
261160,2611606,Recife,134,1999,614,439,175,1378089
261170,2611705,Riacho das Almas,135,1999,18,10,8,16278
261180,2611804,Ribeirão,136,1999,58,27,31,39497
261190,2611903,Rio Formoso,137,1999,8,3,5,20373
261200,2612000,Sairé,138,1999,9,3,6,14298
261210,2612109,Salgadinho,139,1999,2,1,1,5875
261220,2612208,Salgueiro,140,1999,51,32,19,50509
261230,2612307,Saloá,141,1999,14,4,10,15504
261240,2612406,Sanharó,142,1999,23,12,11,16951
261245,2612455,Santa Cruz,143,1999,1,1,,11162
261247,2612471,Santa Cruz da Baixa Verde,144,1999,,0,,10739
261250,2612505,Santa Cruz do Capibaribe,145,1999,38,23,15,50318
261255,2612554,Santa Filomena,146,1999,2,2,,9066
261260,2612604,Santa Maria da Boa Vista,147,1999,20,13,7,33942
261270,2612703,Santa Maria do Cambucá,148,1999,11,6,5,11597
261280,2612802,Santa Terezinha,149,1999,7,2,5,9451
261290,2612901,São Benedito do Sul,150,1999,12,4,8,11799
261300,2613008,São Bento do Una,151,1999,89,30,59,47914
261310,2613107,São Caitano,152,1999,41,19,22,31277
261320,2613206,São João,153,1999,24,13,11,18259
261330,2613305,São Joaquim do Monte,154,1999,37,18,19,19954
261340,2613404,São José da Coroa Grande,155,1999,16,7,9,14025
261350,2613503,São José do Belmonte,156,1999,12,9,3,31252
261360,2613602,São José do Egito,157,1999,11,3,8,28918
261370,2613701,São Lourenço da Mata,158,1999,45,31,14,91998
261380,2613800,São Vicente Ferrer,159,1999,20,2,18,16322
261390,2613909,Serra Talhada,160,1999,46,21,25,68013
261400,2614006,Serrita,161,1999,2,1,1,15910
261410,2614105,Sertânia,162,1999,6,3,3,28540
261420,2614204,Sirinhaém,163,1999,31,19,12,31055
261440,2614402,Solidão,164,1999,2,0,2,5236
261450,2614501,Surubim,165,1999,26,18,8,46564
261460,2614600,Tabira,166,1999,14,4,10,23620
261470,2614709,Tacaimbó,167,1999,14,5,9,10831
261480,2614808,Tacaratu,168,1999,5,2,3,15704
261485,2614857,Tamandaré,169,1999,9,5,4,15854
261500,2615003,Taquaritinga do Norte,170,1999,16,7,9,19965
261510,2615102,Terezinha,171,1999,1,1,,6117
261520,2615201,Terra Nova,172,1999,,0,,7209
261530,2615300,Timbaúba,173,1999,46,19,27,55950
261540,2615409,Toritama,174,1999,31,16,15,19735
261550,2615508,Tracunhaém,175,1999,5,3,2,12815
261560,2615607,Trindade,176,1999,32,14,18,19933
261570,2615706,Triunfo,177,1999,5,3,2,14172
261580,2615805,Tupanatinga,178,1999,3,1,2,19278
261590,2615904,Tuparetama,179,1999,2,2,,8354
261600,2616001,Venturosa,180,1999,9,3,6,13915
261610,2616100,Verdejante,181,1999,4,4,,8580
261618,2616183,Vertente do Lério,182,1999,3,1,2,8902
261620,2616209,Vertentes,183,1999,14,9,5,12604
261630,2616308,Vicência,184,1999,25,11,14,25990
261640,2616407,Vitória de Santo Antão,185,1999,91,51,40,113597
261650,2616506,Xexéu,186,1999,22,8,14,13953
260005,2600054,Abreu e Lima,2,2000,37,21,16,89039
260010,2600104,Afogados da Ingazeira,3,2000,11,7,4,32922
260020,2600203,Afrânio,4,2000,18,9,9,15014
260030,2600302,Agrestina,5,2000,14,7,7,20036
260040,2600401,Água Preta,6,2000,41,19,22,28531
260050,2600500,Águas Belas,7,2000,36,7,29,36641
260060,2600609,Alagoinha,8,2000,12,7,5,12535
260070,2600708,Aliança,9,2000,17,8,9,37189
260080,2600807,Altinho,10,2000,21,9,12,22131
260090,2600906,Amaraji,11,2000,12,5,7,21309
260100,2601003,Angelim,12,2000,7,3,4,9082
260105,2601052,Araçoiaba,13,2000,11,5,6,15108
260110,2601102,Araripina,14,2000,53,17,36,70898
260120,2601201,Arcoverde,15,2000,40,19,21,61600
260130,2601300,Barra de Guabiraba,16,2000,7,1,6,10939
260140,2601409,Barreiros,17,2000,23,10,13,39139
260150,2601508,Belém de Maria,18,2000,18,4,14,10626
260160,2601607,Belém do São Francisco,19,2000,15,10,5,20208
260170,2601706,Belo Jardim,20,2000,72,36,36,68698
260180,2601805,Betânia,21,2000,13,5,8,11305
260190,2601904,Bezerros,22,2000,37,23,14,57371
260200,2602001,Bodocó,23,2000,23,7,16,31731
260210,2602100,Bom Conselho,24,2000,37,13,24,42085
260220,2602209,Bom Jardim,25,2000,12,6,6,37013
260230,2602308,Bonito,26,2000,19,13,6,37750
260240,2602407,Brejão,27,2000,19,5,14,8916
260250,2602506,Brejinho,28,2000,2,2,,7278
260260,2602605,Brejo da Madre de Deus,29,2000,35,20,15,38109
260270,2602704,Buenos Aires,30,2000,6,3,3,12007
260280,2602803,Buíque,31,2000,43,12,31,44169
260290,2602902,Cabo de Santo Agostinho,32,2000,93,71,22,152977
260300,2603009,Cabrobó,33,2000,24,13,10,26741
260310,2603108,Cachoeirinha,34,2000,23,14,9,17042
260320,2603207,Caetés,35,2000,28,10,18,24137
260330,2603306,Calçado,36,2000,9,2,7,11709
260340,2603405,Calumbi,37,2000,1,0,1,7079
260345,2603454,Camaragibe,38,2000,39,28,11,128702
260350,2603504,Camocim de São Félix,39,2000,25,9,16,15115
260360,2603603,Camutanga,40,2000,7,1,6,7844
260370,2603702,Canhotinho,41,2000,18,6,12,24920
260380,2603801,Capoeiras,42,2000,6,3,3,19556
260390,2603900,Carnaíba,43,2000,10,5,5,17696
260392,2603926,Carnaubeira da Penha,44,2000,8,7,1,10404
260400,2604007,Carpina,45,2000,53,33,20,63811
260410,2604106,Caruaru,46,2000,135,88,47,253634
260415,2604155,Casinhas,47,2000,5,2,3,13345
260420,2604205,Catende,48,2000,25,13,12,31257
260430,2604304,Cedro,49,2000,4,3,1,9551
260440,2604403,Chã de Alegria,50,2000,12,5,7,11102
260450,2604502,Chã Grande,51,2000,22,5,17,18407
260460,2604601,Condado,52,2000,16,6,10,21797
260470,2604700,Correntes,53,2000,23,6,17,17044
260480,2604809,Cortês,54,2000,16,7,9,12681
260490,2604908,Cumaru,55,2000,5,2,3,27489
260500,2605004,Cupira,56,2000,18,9,8,22383
260510,2605103,Custódia,57,2000,14,5,9,29969
260515,2605152,Dormentes,58,2000,12,7,5,14411
260520,2605202,Escada,59,2000,45,24,21,57341
260530,2605301,Exu,60,2000,17,4,13,32423
260540,2605400,Feira Nova,61,2000,9,5,4,18857
260550,2605509,Ferreiros,63,2000,7,2,5,10727
260560,2605608,Flores,64,2000,8,5,3,20823
260570,2605707,Floresta,65,2000,9,5,4,24729
260580,2605806,Frei Miguelinho,66,2000,2,1,1,12978
260590,2605905,Gameleira,67,2000,29,11,18,24003
260600,2606002,Garanhuns,68,2000,103,64,39,117749
260610,2606101,Glória do Goitá,69,2000,21,12,9,27554
260620,2606200,Goiana,70,2000,22,11,11,71177
260630,2606309,Granito,71,2000,1,1,,6110
260640,2606408,Gravatá,72,2000,52,35,17,67273
260650,2606507,Iati,73,2000,4,0,4,17691
260660,2606606,Ibimirim,74,2000,21,4,17,24340
260670,2606705,Ibirajuba,75,2000,1,0,1,7438
260680,2606804,Igarassu,76,2000,35,23,12,82277
260690,2606903,Iguaracy,77,2000,9,5,4,11486
260760,2607604,Ilha de Itamaracá,78,2000,9,7,2,15858
260700,2607000,Inajá,79,2000,27,4,23,13280
260710,2607109,Ingazeira,80,2000,1,0,1,4567
260720,2607208,Ipojuca,81,2000,62,29,33,59281
260730,2607307,Ipubi,82,2000,22,5,17,23042
260740,2607406,Itacuruba,83,2000,2,2,,3669
260750,2607505,Itaíba,84,2000,5,2,3,26799
260765,2607653,Itambé,85,2000,26,8,18,34982
260770,2607703,Itapetim,86,2000,6,6,,14766
260775,2607752,Itapissuma,87,2000,14,8,6,20116
260780,2607802,Itaquitinga,88,2000,13,10,3,14950
260790,2607901,Jaboatão dos Guararapes,89,2000,277,178,99,581556
260795,2607950,Jaqueira,90,2000,12,2,10,11653
260800,2608008,Jataúba,91,2000,11,2,9,14653
260805,2608057,Jatobá,92,2000,10,3,7,13148
260810,2608107,João Alfredo,93,2000,24,7,17,27023
260820,2608206,Joaquim Nabuco,94,2000,17,7,10,15925
260825,2608255,Jucati,95,2000,10,5,5,9695
260830,2608305,Jupi,96,2000,13,4,9,12329
260840,2608404,Jurema,97,2000,17,6,11,13741
260850,2608453,Lagoa de Itaenga,98,2000,19,11,8,20172
260845,2608503,Lagoa do Carro,99,2000,7,2,5,13110
260860,2608602,Lagoa do Ouro,100,2000,14,4,10,10977
260870,2608701,Lagoa dos Gatos,101,2000,12,8,4,16100
260875,2608750,Lagoa Grande,102,2000,13,6,7,19137
260880,2608800,Lajedo,103,2000,45,21,24,32209
260890,2608909,Limoeiro,104,2000,28,17,11,56322
260900,2609006,Macaparana,105,2000,30,19,11,22494
260910,2609105,Machados,106,2000,11,3,8,9826
260915,2609154,Manari,107,2000,19,2,17,13028
260920,2609204,Maraial,108,2000,25,7,18,14017
260930,2609303,Mirandiba,109,2000,7,4,3,13122
261430,2614303,Moreilândia,110,2000,3,3,,11116
260940,2609402,Moreno,111,2000,23,18,5,49205
260950,2609501,Nazaré da Mata,112,2000,13,11,2,29254
260960,2609600,Olinda,113,2000,169,129,40,367902
260970,2609709,Orobó,114,2000,9,4,5,22475
260980,2609808,Orocó,115,2000,9,7,2,10825
260990,2609907,Ouricuri,116,2000,37,26,11,56733
261000,2610004,Palmares,117,2000,47,27,20,55790
261010,2610103,Palmeirina,118,2000,6,2,4,9536
261020,2610202,Panelas,119,2000,28,17,11,25874
261030,2610301,Paranatama,120,2000,7,1,6,10348
261040,2610400,Parnamirim,121,2000,6,5,1,19289
261050,2610509,Passira,122,2000,7,3,4,29132
261060,2610608,Paudalho,123,2000,28,11,17,45138
261070,2610707,Paulista,124,2000,93,66,27,262237
261080,2610806,Pedra,125,2000,8,3,5,20244
261090,2610905,Pesqueira,126,2000,57,33,24,57721
261100,2611002,Petrolândia,127,2000,20,9,11,27320
261110,2611101,Petrolina,128,2000,168,124,44,218538
261120,2611200,Poção,129,2000,21,7,14,11178
261130,2611309,Pombos,130,2000,12,5,7,23351
261140,2611408,Primavera,131,2000,11,9,2,11477
261150,2611507,Quipapá,132,2000,33,7,26,22145
261153,2611533,Quixaba,133,2000,1,0,1,6855
261160,2611606,Recife,134,2000,520,382,138,1422905
261170,2611705,Riacho das Almas,135,2000,13,6,7,18142
261180,2611804,Ribeirão,136,2000,38,15,23,41449
261190,2611903,Rio Formoso,137,2000,23,12,11,20764
261200,2612000,Sairé,138,2000,5,5,,13649
261210,2612109,Salgadinho,139,2000,1,1,,7139
261220,2612208,Salgueiro,140,2000,37,27,10,51571
261230,2612307,Saloá,141,2000,14,6,8,15006
261240,2612406,Sanharó,142,2000,23,7,16,15879
261245,2612455,Santa Cruz,143,2000,11,9,2,11264
261247,2612471,Santa Cruz da Baixa Verde,144,2000,4,2,2,10893
261250,2612505,Santa Cruz do Capibaribe,145,2000,46,32,14,59048
261255,2612554,Santa Filomena,146,2000,6,3,3,12115
261260,2612604,Santa Maria da Boa Vista,147,2000,27,16,11,36914
261270,2612703,Santa Maria do Cambucá,148,2000,13,4,9,11739
261280,2612802,Santa Terezinha,149,2000,13,3,10,10251
261290,2612901,São Benedito do Sul,150,2000,9,4,5,10477
261300,2613008,São Bento do Una,151,2000,31,18,13,45360
261310,2613107,São Caitano,152,2000,25,9,16,33426
261320,2613206,São João,153,2000,19,8,11,19744
261330,2613305,São Joaquim do Monte,154,2000,27,11,16,19842
261340,2613404,São José da Coroa Grande,155,2000,8,3,5,13971
261350,2613503,São José do Belmonte,156,2000,13,8,5,31652
261360,2613602,São José do Egito,157,2000,25,17,8,29468
261370,2613701,São Lourenço da Mata,158,2000,55,31,24,90402
261380,2613800,São Vicente Ferrer,159,2000,13,4,9,16004
261390,2613909,Serra Talhada,160,2000,44,24,20,70912
261400,2614006,Serrita,161,2000,9,6,3,17848
261410,2614105,Sertânia,162,2000,13,11,2,31657
261420,2614204,Sirinhaém,163,2000,18,9,9,33046
261440,2614402,Solidão,164,2000,7,4,3,5532
261450,2614501,Surubim,165,2000,26,13,13,50331
261460,2614600,Tabira,166,2000,25,15,10,24065
261470,2614709,Tacaimbó,167,2000,14,8,6,12929
261480,2614808,Tacaratu,168,2000,13,4,9,17096
261485,2614857,Tamandaré,169,2000,20,12,8,17281
261500,2615003,Taquaritinga do Norte,170,2000,14,8,6,19757
261510,2615102,Terezinha,171,2000,3,2,1,6300
261520,2615201,Terra Nova,172,2000,10,9,1,7518
261530,2615300,Timbaúba,173,2000,41,24,17,56906
261540,2615409,Toritama,174,2000,11,6,5,21800
261550,2615508,Tracunhaém,175,2000,9,5,4,12394
261560,2615607,Trindade,176,2000,30,10,20,21930
261570,2615706,Triunfo,177,2000,11,10,1,15135
261580,2615805,Tupanatinga,178,2000,11,3,8,20801
261590,2615904,Tuparetama,179,2000,7,6,1,7766
261600,2616001,Venturosa,180,2000,8,3,5,13462
261610,2616100,Verdejante,181,2000,4,1,3,8846
261618,2616183,Vertente do Lério,182,2000,5,1,4,8536
261620,2616209,Vertentes,183,2000,8,3,5,14957
261630,2616308,Vicência,184,2000,16,9,7,28820
261640,2616407,Vitória de Santo Antão,185,2000,75,54,21,117609
261650,2616506,Xexéu,186,2000,22,13,8,13597
260005,2600054,Abreu e Lima,2,2001,32,22,10,90570
260010,2600104,Afogados da Ingazeira,3,2001,20,16,4,33319
260020,2600203,Afrânio,4,2001,11,9,2,15216
260030,2600302,Agrestina,5,2001,11,4,7,20278
260040,2600401,Água Preta,6,2001,30,16,14,29054
260050,2600500,Águas Belas,7,2001,22,7,15,36083
260060,2600609,Alagoinha,8,2001,8,3,5,12698
260070,2600708,Aliança,9,2001,29,15,14,37152
260080,2600807,Altinho,10,2001,13,8,5,21960
260090,2600906,Amaraji,11,2001,27,13,14,21481
260100,2601003,Angelim,12,2001,10,3,7,9087
260105,2601052,Araçoiaba,13,2001,2,1,1,15564
260110,2601102,Araripina,14,2001,82,27,55,71818
260120,2601201,Arcoverde,15,2001,52,37,15,62316
260130,2601300,Barra de Guabiraba,16,2001,9,6,3,10903
260140,2601409,Barreiros,17,2001,35,24,11,38977
260150,2601508,Belém de Maria,18,2001,5,2,3,10444
260160,2601607,Belém do São Francisco,19,2001,6,5,1,19876
260170,2601706,Belo Jardim,20,2001,60,23,37,69636
260180,2601805,Betânia,21,2001,10,6,4,11308
260190,2601904,Bezerros,22,2001,36,20,16,58034
260200,2602001,Bodocó,23,2001,37,12,25,32104
260210,2602100,Bom Conselho,24,2001,30,15,15,42119
260220,2602209,Bom Jardim,25,2001,19,9,10,37005
260230,2602308,Bonito,26,2001,27,9,18,38089
260240,2602407,Brejão,27,2001,5,2,3,8946
260250,2602506,Brejinho,28,2001,3,0,3,7269
260260,2602605,Brejo da Madre de Deus,29,2001,29,11,18,38664
260270,2602704,Buenos Aires,30,2001,3,2,1,11960
260280,2602803,Buíque,31,2001,58,25,33,44896
260290,2602902,Cabo de Santo Agostinho,32,2001,75,51,24,156003
260300,2603009,Cabrobó,33,2001,15,11,4,27075
260310,2603108,Cachoeirinha,34,2001,20,13,7,17197
260320,2603207,Caetés,35,2001,15,5,10,24522
260330,2603306,Calçado,36,2001,1,0,1,11994
260340,2603405,Calumbi,37,2001,3,2,1,7103
260345,2603454,Camaragibe,38,2001,39,27,11,132216
260350,2603504,Camocim de São Félix,39,2001,8,5,3,15266
260360,2603603,Camutanga,40,2001,7,2,5,7879
260370,2603702,Canhotinho,41,2001,14,5,9,24964
260380,2603801,Capoeiras,42,2001,16,7,9,19548
260390,2603900,Carnaíba,43,2001,8,4,4,17570
260392,2603926,Carnaubeira da Penha,44,2001,16,8,8,10321
260400,2604007,Carpina,45,2001,30,19,11,64848
260410,2604106,Caruaru,46,2001,125,86,39,258175
260415,2604155,Casinhas,47,2001,6,2,4,13428
260420,2604205,Catende,48,2001,24,13,11,31176
260430,2604304,Cedro,49,2001,1,1,,9617
260440,2604403,Chã de Alegria,50,2001,3,1,2,11137
260450,2604502,Chã Grande,51,2001,11,8,3,18761
260460,2604601,Condado,52,2001,12,8,4,22163
260470,2604700,Correntes,53,2001,11,4,7,17148
260480,2604809,Cortês,54,2001,13,4,9,13050
260490,2604908,Cumaru,55,2001,7,5,2,28442
260500,2605004,Cupira,56,2001,16,4,12,22422
260510,2605103,Custódia,57,2001,23,12,11,30061
260515,2605152,Dormentes,58,2001,6,4,2,14600
260520,2605202,Escada,59,2001,42,20,22,57381
260530,2605301,Exu,60,2001,18,8,10,32470
260540,2605400,Feira Nova,61,2001,3,3,,18895
260550,2605509,Ferreiros,63,2001,8,4,4,10720
260560,2605608,Flores,64,2001,8,6,2,20682
260570,2605707,Floresta,65,2001,17,9,8,25163
260580,2605806,Frei Miguelinho,66,2001,4,3,1,12844
260590,2605905,Gameleira,67,2001,26,12,13,24558
260600,2606002,Garanhuns,68,2001,76,49,27,119334
260610,2606101,Glória do Goitá,69,2001,9,7,2,27635
260620,2606200,Goiana,70,2001,35,19,16,71943
260630,2606309,Granito,71,2001,,0,,6116
260640,2606408,Gravatá,72,2001,32,16,16,67908
260650,2606507,Iati,73,2001,9,6,3,17579
260660,2606606,Ibimirim,74,2001,18,7,11,23857
260670,2606705,Ibirajuba,75,2001,2,0,2,7427
260680,2606804,Igarassu,76,2001,38,26,12,83420
260690,2606903,Iguaracy,77,2001,4,3,1,11519
260760,2607604,Ilha de Itamaracá,78,2001,4,3,1,16377
260700,2607000,Inajá,79,2001,18,4,14,13511
260710,2607109,Ingazeira,80,2001,1,0,1,4576
260720,2607208,Ipojuca,81,2001,51,31,20,60925
260730,2607307,Ipubi,82,2001,34,12,22,23486
260740,2607406,Itacuruba,83,2001,1,1,,3734
260750,2607505,Itaíba,84,2001,6,4,2,26736
260765,2607653,Itambé,85,2001,15,11,4,35060
260770,2607703,Itapetim,86,2001,,0,,14653
260775,2607752,Itapissuma,87,2001,7,3,4,20589
260780,2607802,Itaquitinga,88,2001,11,5,6,15065
260790,2607901,Jaboatão dos Guararapes,89,2001,243,174,69,592296
260795,2607950,Jaqueira,90,2001,13,6,7,11801
260800,2608008,Jataúba,91,2001,12,5,7,14657
260805,2608057,Jatobá,92,2001,10,5,5,13387
260810,2608107,João Alfredo,93,2001,17,10,7,26921
260820,2608206,Joaquim Nabuco,94,2001,15,10,5,15956
260825,2608255,Jucati,95,2001,7,5,2,9896
260830,2608305,Jupi,96,2001,6,1,5,12399
260840,2608404,Jurema,97,2001,17,7,10,13844
260850,2608453,Lagoa de Itaenga,98,2001,10,5,5,20328
260845,2608503,Lagoa do Carro,99,2001,10,7,3,13327
260860,2608602,Lagoa do Ouro,100,2001,3,2,1,10931
260870,2608701,Lagoa dos Gatos,101,2001,15,6,9,16015
260875,2608750,Lagoa Grande,102,2001,21,10,11,19653
260880,2608800,Lajedo,103,2001,28,16,12,32496
260890,2608909,Limoeiro,104,2001,23,17,6,56478
260900,2609006,Macaparana,105,2001,19,11,8,22670
260910,2609105,Machados,106,2001,7,4,3,9925
260915,2609154,Manari,107,2001,34,9,25,13064
260920,2609204,Maraial,108,2001,14,9,5,14279
260930,2609303,Mirandiba,109,2001,10,5,5,13160
261430,2614303,Moreilândia,110,2001,3,3,,11069
260940,2609402,Moreno,111,2001,27,19,8,50399
260950,2609501,Nazaré da Mata,112,2001,12,6,6,29546
260960,2609600,Olinda,113,2001,159,117,42,372011
260970,2609709,Orobó,114,2001,10,5,5,22675
260980,2609808,Orocó,115,2001,6,5,1,10828
260990,2609907,Ouricuri,116,2001,35,24,11,57078
261000,2610004,Palmares,117,2001,55,28,27,55470
261010,2610103,Palmeirina,118,2001,8,1,7,9668
261020,2610202,Panelas,119,2001,21,9,12,25703
261030,2610301,Paranatama,120,2001,12,6,6,10219
261040,2610400,Parnamirim,121,2001,16,10,6,19345
261050,2610509,Passira,122,2001,5,3,2,29132
261060,2610608,Paudalho,123,2001,41,25,15,45731
261070,2610707,Paulista,124,2001,77,67,10,268279
261080,2610806,Pedra,125,2001,13,5,8,20324
261090,2610905,Pesqueira,126,2001,56,32,24,57599
261100,2611002,Petrolândia,127,2001,15,9,6,27938
261110,2611101,Petrolina,128,2001,126,77,49,225199
261120,2611200,Poção,129,2001,10,5,5,11376
261130,2611309,Pombos,130,2001,12,7,5,23601
261140,2611408,Primavera,131,2001,4,3,1,11551
261150,2611507,Quipapá,132,2001,24,8,16,22343
261153,2611533,Quixaba,133,2001,1,0,1,6779
261160,2611606,Recife,134,2001,459,334,125,1437189
